location,region,location_uk,location_ru,eng_oblast,eng_region,location_en,location_en_ru,russian_new
Чепине,Дніпропетровська область,Чепине,Чепине,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Chepyne,Chepine,Чепине
Діденкове,Дніпропетровська область,Діденкове,Диденково,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Didenkove,Didenkovo,Диденково
Дідове,Дніпропетровська область,Дідове,Дедово,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Didove,Dedovo,Дедово
Дніпровокам'янка,Дніпропетровська область,Дніпровокам'янка,Днепровокаменка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Dniprovokamianka,Dneprovokamenka,Днепровокаменка
Доброгірське,Дніпропетровська область,Доброгірське,Доброгорское,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Dobrohirske,Dobrogorskoe,Доброгорское
Домоткань,Дніпропетровська область,Домоткань,Домоткань,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Domotkan,Domotkan,Домоткань
Гранове,Дніпропетровська область,Гранове,Гранове,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Hranove,Granove,Гранове
Івашкове,Дніпропетровська область,Івашкове,Ивашково,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Ivashkove,Ivashkovo,Ивашково
Калужине,Дніпропетровська область,Калужине,Калужине,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Kaluzhyne,Kaluzhine,Калужине
Карла Маркса,Дніпропетровська область,Карла Маркса,Карла Маркса,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Karla Marksa,Karla Marksa,Карла Маркса
Клин,Дніпропетровська область,Клин,Клин,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Klyn,Klin,Клин
Корнило-Наталівка,Дніпропетровська область,Корнило-Наталівка,Корнило-Наталовка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Kornylo-Natalivka,Kornilo-Natalovka,Корнило-Наталовка
Кривоносове,Дніпропетровська область,Кривоносове,Кривоносове,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Kryvonosove,Krivonosove,Кривоносове
Кушнарівка,Дніпропетровська область,Кушнарівка,Кушнарівка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Kushnarivka,Kushnarіvka,Кушнаровка
Матюченкове,Дніпропетровська область,Матюченкове,Матюченково,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Matiuchenkove,Matyuchenkovo,Матюченково
Мосты,Дніпропетровська область,Моста,Мост,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Mosty,Most,Мост
Мотронівка,Дніпропетровська область,Мотронівка,Мотронівка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Motronivka,Motronіvka,Мотроновка
Мишурин Ріг,Дніпропетровська область,Мишурин Ріг,Мишурин Рог,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Myshuryn Rih,Mishurin Rog,Мишурин Рог
Павло-Григорівка,Дніпропетровська область,Павло-Григорівка,Павло-Григоровка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Pavlo-Hryhorivka,Pavlo-Grigorovka,Павло-Григоровка
Підлужжя,Дніпропетровська область,Підлужжя,Подлужье,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Pidluzhzhia,Podluzhe,Подлужье
Полівське,Дніпропетровська область,Полівське,Полівське,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Polivske,Polіvske,Полевское
Попівка,Дніпропетровська область,Попівка,Поповка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Popivka,Popovka,Поповка
Посуньки,Дніпропетровська область,Посуньки,Посуньки,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Posunky,Posunki,Посуньки
Правобережне,Дніпропетровська область,Правобережне,Правобережное,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Pravoberezhne,Pravoberezhnoe,Правобережное
Пушкарівка,Дніпропетровська область,Пушкарівка,Пушкаревка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Pushkarivka,Pushkarevka,Пушкаревка
Самоткань,Дніпропетровська область,Самоткань,Самоткань,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Samotkan,Samotkan,Самоткань
Соколівка,Дніпропетровська область,Соколівка,Соколовка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Sokolivka,Sokolovka,Соколовка
Солов'ївка,Дніпропетровська область,Солов'ївка,Соловьевка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Solovivka,Solovevka,Соловьевка
Суслівка,Дніпропетровська область,Суслівка,Сусловка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Suslivka,Suslovka,Сусловка
Верхівцеве,Дніпропетровська область,Верхівцеве,Верховцево,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Verkhivtseve,Verkhovtsevo,Верховцево
Верхньодніпровськ,Дніпропетровська область,Верхньодніпровськ,Верхнеднепровск,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Verkhnodniprovsk,Verkhnedneprovsk,Верхнеднепровск
Вільні Хутори,Дніпропетровська область,Вільні Хутори,Свободные Хутора,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Vilni Khutory,Svobodnye Khutora,Вольные Хутора
Воєводівка,Дніпропетровська область,Воєводівка,Воєводівка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Voievodivka,Voєvodіvka,Воеводовка
Ярок,Дніпропетровська область,Ярка,Ярок,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Yarok,Yarok,Ярок
Заполички,Дніпропетровська область,Заполички,Заполички,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Zapolychky,Zapolichki,Заполички
Заріччя,Дніпропетровська область,Заріччя,Заречье,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Zarichchia,Zareche,Заречье
Зуботрясівка,Дніпропетровська область,Зуботрясівка,Зуботрясовка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Zubotriasivka,Zubotryasovka,Зуботрясовка
Білозерське,Дніпропетровська область,Білозерське,Белозерское,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Bilozerske,Belozerskoe,Белозерское
Бразолове,Дніпропетровська область,Бразолове,Бразолове,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Brazolove,Brazolove,Бразолове
Чернявщина,Дніпропетровська область,Чернявщина,Чернявщина,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Cherniavshchyna,Chernyavshchina,Чернявщина
Чорноглазівка,Дніпропетровська область,Чорноглазівка,Черноглазовка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Chornohlazivka,Chernoglazovka,Черноглазовка
Долина,Дніпропетровська область,Долина,Долина,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Dolyna,Dolina,Долина
Голубівське,Дніпропетровська область,Голубівське,Голубівське,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Holubivske,Golubіvske,Голубовское
Івано-Межеріцьке,Дніпропетровська область,Івано-Межеріцьке,Ивано-Межеріцьке,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Ivano-Mezheritske,Ivano-Mezherіtske,Ивано-Межерицкое
Кіндратівка,Дніпропетровська область,Кіндратівка,Кондратовка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Kindrativka,Kondratovka,Кондратовка
Новочорноглазівське,Дніпропетровська область,Новочорноглазівське,Новочерноглазовское,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Novochornohlazivske,Novochernoglazovskoe,Новочерноглазовское
Новоіванівське,Дніпропетровська область,Новоіванівське,Новоивановское,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Novoivanivske,Novoivanovskoe,Новоивановское
Новомосковське,Дніпропетровська область,Новомосковське,Новомосковское,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Novomoskovske,Novomoskovskoe,Новомосковское
Новошандрівка,Дніпропетровська область,Новошандрівка,Новошандровка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Novoshandrivka,Novoshandrovka,Новошандровка
Новотимофієвське,Дніпропетровська область,Новотимофієвське,Новотимофієвське,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Novotymofiievske,Novotimofієvske,Новотимофеевское
Новов'язівське,Дніпропетровська область,Новов'язівське,Нововязовское,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Novoviazivske,Novovyazovskoe,Нововязовское
Нижнянка,Дніпропетровська область,Нижнянка,Нижнянка,Dnipropetrovsk Oblast,Dnipropetrovsk Region,Nyzhnianka,Nizhnyanka,Нижнянка
